OBJNAME,REGION,RA,DEC,DIAM,PA,BA,MAG,REASON
PGC1861602,dr11-south,205.23023959973372,29.287303391503485,0.632,137.1,0.245,18.255,SGA2020 dropped
PGC1866294,dr11-south,176.75388512060078,29.438696136538116,0.624,114.5,0.399,17.281,SGA2020 dropped
PGC1868097,dr11-south,169.42460146308963,29.493900437437823,0.639,66.4,0.256,18.167,SGA2020 dropped
PGC1870235,dr11-south,162.3235232911006,29.56048692011087,0.641,114.9,0.699,17.260,SGA2020 dropped
PGC1870644,dr11-south,359.56216226258954,29.572781300886383,0.602,114.5,0.840,18.208,SGA2020 dropped
PGC1870813,dr11-south,215.50737832019394,29.57818390788066,0.617,29.9,0.228,18.193,SGA2020 dropped
PGC1871048,dr11-south,117.82943948471858,29.585267408939917,0.607,92.3,0.339,17.603,SGA2020 dropped
PGC1871974,dr11-south,222.91458714408157,29.612554416436474,0.610,162.7,0.467,17.626,SGA2020 dropped
PGC1874136,dr11-south,166.88302089927362,29.676025929163814,0.632,121.5,0.271,18.354,SGA2020 dropped
PGC1874542,dr11-south,13.707965544507486,29.687271767085477,0.646,41.2,0.782,17.673,SGA2020 dropped
PGC1877026,dr11-south,231.993607376296,29.75634265486182,0.606,13.1,0.313,18.024,SGA2020 dropped
PGC1877510,dr11-south,255.48605723960452,29.76909075769121,0.603,140.5,0.499,17.373,SGA2020 dropped
PGC1878284,dr11-south,169.6073878978271,29.791310885718197,0.601,93.3,0.407,17.998,SGA2020 dropped
PGC187845,dr11-south,315.2242171097574,-5.177301801358397,0.637,52.3,0.411,17.070,SGA2020 dropped
PGC1878986,dr11-south,129.4204630783894,29.810273609237832,0.649,117.3,0.289,18.185,SGA2020 dropped
PGC1879734,dr11-south,353.33989542464855,29.830038572645364,0.604,64.5,0.295,18.073,SGA2020 dropped
PGC1880373,dr11-south,198.84619476256165,29.846811905128003,0.602,70.5,0.446,17.845,SGA2020 dropped
PGC1882323,dr11-south,205.7163928963598,29.899352496994155,0.602,93.2,0.439,17.890,SGA2020 dropped
PGC1882618,dr11-south,216.301952337556,29.906977983325426,0.612,30.9,0.215,18.323,SGA2020 dropped
PGC188262,dr11-south,319.1466357751967,-41.61131370556213,0.662,79.0,0.269,17.820,SGA2020 dropped
PGC1884531,dr11-south,243.46416073129762,29.95531918666453,0.634,38.8,0.327,18.333,SGA2020 dropped
PGC188707,dr11-south,322.1930266599753,-52.52880752922384,0.602,56.7,0.570,17.110,SGA2020 dropped
PGC1887863,dr11-south,246.14571939020928,30.041644381126268,0.609,168.3,0.302,17.744,SGA2020 dropped
PGC1888769,dr11-south,271.2906074958262,30.063457338190975,0.667,9.8,0.256,17.910,SGA2020 dropped
PGC1889859,dr11-south,167.26290233199433,30.09005575337607,0.636,101.1,0.262,18.165,SGA2020 dropped
PGC188992,dr11-south,323.0674216039713,-53.14226627835172,0.612,176.4,0.360,17.570,SGA2020 dropped
PGC1890079,dr11-south,171.14238825238886,30.095848067661272,0.698,130.4,0.530,16.845,SGA2020 dropped
PGC1891229,dr11-south,258.7115017467964,30.12493468627756,0.609,163.2,0.587,17.896,SGA2020 dropped
PGC1891833,dr11-south,241.70014606795178,30.141200630343985,0.630,96.3,0.252,18.402,SGA2020 dropped
PGC1894371,dr11-south,214.7784443209803,30.20411437649286,0.609,92.9,0.516,17.426,SGA2020 dropped
PGC189483,dr11-south,325.05372797757656,-44.424926700584635,0.636,138.1,0.340,17.470,SGA2020 dropped
PGC1895357,dr11-south,198.7721212994177,30.22749132170331,0.652,100.3,0.861,16.904,SGA2020 dropped
PGC1898831,dr11-south,258.98258993943887,30.3141899821514,0.678,172.8,0.445,17.279,SGA2020 dropped
PGC1898930,dr11-south,173.83838395857444,30.31648149613431,0.631,38.3,0.366,16.910,SGA2020 dropped
PGC1900841,dr11-south,197.2582562579432,30.363467956240694,0.640,10.2,0.397,17.784,SGA2020 dropped
PGC1901380,dr11-south,246.58509543563935,30.378441425067177,0.607,27.8,0.292,18.754,SGA2020 dropped
PGC1902374,dr11-south,19.110297486699345,30.403489840236052,0.602,86.2,0.419,17.970,SGA2020 dropped
PGC1902829,dr11-south,258.1745559354336,30.414358955671744,0.615,163.1,0.289,18.298,SGA2020 dropped
PGC1904977,dr11-south,215.01022520070185,30.46684825797815,0.640,72.5,0.550,17.555,SGA2020 dropped
PGC1905769,dr11-south,242.61120056187372,30.487903270555513,0.682,135.2,0.822,17.263,SGA2020 dropped
PGC1910149,dr11-south,272.22287474772406,30.599178293967316,0.609,171.8,0.290,17.920,SGA2020 dropped
PGC1910374,dr11-south,234.43298669228972,30.604544681977604,0.633,20.0,0.323,18.033,SGA2020 dropped
PGC1911401,dr11-south,276.1955390469253,30.63116526617386,0.617,141.4,0.552,17.340,SGA2020 dropped
PGC1913086,dr11-south,16.236680515865395,30.67145717779877,0.618,26.5,0.349,18.210,SGA2020 dropped
PGC1914220,dr11-south,138.98925638201118,30.698297851337735,0.666,140.7,0.232,18.598,SGA2020 dropped
PGC1914878,dr11-south,193.3297223658823,30.7128977773136,0.632,106.1,0.249,18.536,SGA2020 dropped
PGC1915203,dr11-south,199.5664198356028,30.720475962437348,0.609,28.6,0.455,17.507,SGA2020 dropped
PGC1916580,dr11-south,253.91001438926148,30.75528022944898,0.632,17.3,0.310,17.298,SGA2020 dropped
PGC1917049,dr11-south,234.37321244178864,30.765374267314748,0.608,33.0,0.302,17.796,SGA2020 dropped
PGC1917921,dr11-south,234.3938328513811,30.785798647676092,0.639,144.3,0.300,17.897,SGA2020 dropped
PGC191905,dr11-south,334.6328867212435,-3.458214378955726,0.653,110.0,0.320,16.890,SGA2020 dropped
PGC1920925,dr11-south,168.57942234068685,30.855734792874433,0.636,26.7,0.291,18.130,SGA2020 dropped
PGC1925214,dr11-south,231.09988394201216,30.953426664880556,0.659,9.6,0.238,18.425,SGA2020 dropped
PGC1929090,dr11-south,251.5313429554729,31.042898420331056,0.612,9.8,0.280,17.789,SGA2020 dropped
PGC1929174,dr11-south,200.98315535066973,31.045046390972132,0.612,178.4,0.298,18.810,SGA2020 dropped
PGC1932753,dr11-south,133.86576745793934,31.123613810338814,0.625,55.1,0.407,17.763,SGA2020 dropped
PGC1932762,dr11-south,195.7570669551237,31.123176619124095,0.611,55.0,0.299,18.021,SGA2020 dropped
PGC1932778,dr11-south,257.6280461446092,31.12420659182509,0.632,18.5,0.290,18.289,SGA2020 dropped
PGC1933803,dr11-south,7.836480162549615,31.147090849922325,0.608,85.3,0.403,18.086,SGA2020 dropped
PGC1934952,dr11-south,234.6973709548302,31.173278899117896,0.607,51.9,0.306,17.813,SGA2020 dropped
PGC1935539,dr11-south,205.43874567805162,31.18625295134248,0.617,83.0,0.265,18.532,SGA2020 dropped
PGC1938284,dr11-south,153.94216052407944,31.24476827673627,0.613,125.6,0.804,17.395,SGA2020 dropped
PGC1940446,dr11-south,186.70649194711527,31.293424066907313,0.608,141.4,0.428,17.394,SGA2020 dropped
PGC1941895,dr11-south,166.88512192085085,31.32490831705342,0.604,126.9,0.278,18.018,SGA2020 dropped
PGC1943972,dr11-south,165.0267974314627,31.371052895140526,0.654,19.0,0.237,18.375,SGA2020 dropped
PGC1946726,dr11-south,236.29527869765516,31.4287049158893,0.605,101.4,0.280,17.795,SGA2020 dropped
PGC1949877,dr11-south,234.06823642007637,31.494246450891183,0.618,113.4,0.392,17.764,SGA2020 dropped
PGC1951695,dr11-south,161.26027207809463,31.530863442711198,0.601,134.2,0.573,17.526,SGA2020 dropped
PGC1952889,dr11-south,236.47210337653956,31.556045308781524,0.615,160.3,0.427,17.365,SGA2020 dropped
PGC1955537,dr11-south,146.38053175713156,31.61111146139301,0.605,40.8,0.369,17.718,SGA2020 dropped
PGC1956202,dr11-south,126.04783106590186,31.623815508476426,0.632,58.3,0.268,18.176,SGA2020 dropped
PGC1957120,dr11-south,123.63362523520487,31.64245823297422,0.642,82.7,0.326,18.563,SGA2020 dropped
PGC1958224,dr11-south,171.3978994854462,31.66621101837818,0.601,7.2,0.739,17.125,SGA2020 dropped
PGC196103,dr11-south,354.88933316286295,-54.9696808433545,0.626,99.7,0.306,17.100,SGA2020 dropped
PGC1963303,dr11-south,162.0574539454962,31.76575340122616,0.636,115.4,0.297,18.396,SGA2020 dropped
PGC1963544,dr11-south,255.25255696316452,31.769971807868366,0.630,31.6,0.206,18.583,SGA2020 dropped
PGC1968667,dr11-south,356.0664808112041,31.869778258918455,0.611,92.6,0.532,17.180,SGA2020 dropped
PGC1969760,dr11-south,169.9830918143466,31.891165514639734,0.616,124.6,0.344,17.710,SGA2020 dropped
PGC1970079,dr11-south,22.98567633813568,31.89798851812639,0.623,92.3,0.463,17.570,SGA2020 dropped
PGC1970397,dr11-south,137.18094031722984,31.90386546254189,0.636,144.9,0.248,18.547,SGA2020 dropped
PGC1971360,dr11-south,261.76181543003827,31.923715645454497,0.631,92.8,0.413,17.294,SGA2020 dropped
PGC1972123,dr11-south,239.53598348043423,31.941107912155413,0.641,159.4,0.244,18.420,SGA2020 dropped
PGC1973976,dr11-south,193.83920729836407,31.978242591110444,0.651,55.1,0.440,17.107,SGA2020 dropped
PGC1976852,dr11-south,211.50040001529868,32.032608431664016,0.630,166.5,0.351,17.549,SGA2020 dropped
PGC1985085,dr11-south,243.92899196012888,32.19488434916188,0.630,131.1,0.270,18.956,SGA2020 dropped
PGC1989542,dr11-south,153.57377922165284,32.280883658599734,0.603,152.5,0.288,17.897,SGA2020 dropped
PGC1990942,dr11-south,122.37873494581441,32.31122349733425,0.601,147.5,0.477,17.264,SGA2020 dropped
PGC199341,dr11-south,0.624994035222735,-35.2829939073659,0.620,47.0,0.791,17.130,SGA2020 dropped
PGC1993960,dr11-south,181.4061033564625,32.375192409881365,0.677,61.3,0.406,17.376,SGA2020 dropped
PGC199437,dr11-south,19.236991422814395,-36.77061786274308,0.611,84.4,0.759,16.860,SGA2020 dropped
PGC199492,dr11-south,24.44629524304397,-34.19346964426084,0.659,150.4,0.878,17.115,SGA2020 dropped
PGC1995214,dr11-south,229.64944592769672,32.40193980599825,0.634,176.0,0.314,18.226,SGA2020 dropped
PGC199605,dr11-south,45.30058507963168,-37.11241559951533,0.635,57.4,0.747,17.060,SGA2020 dropped
PGC199611,dr11-south,43.75224704758054,-35.69604187770621,0.625,157.7,0.638,17.245,SGA2020 dropped
PGC575082,dr11-south,338.9392998266465,-41.49312064915185,0.605,28.0,0.679,17.950,SGA2020 dropped
PGC1998331,dr11-south,108.93184454244316,32.467959266488606,0.630,46.0,0.395,17.050,SGA2020 dropped
PGC2000449,dr11-south,216.68919858877686,32.51443713036656,0.615,101.4,0.511,17.120,SGA2020 dropped
PGC2000714,dr11-south,254.7855941202221,32.520561974753164,0.698,178.1,0.648,17.127,SGA2020 dropped
PGC2003422,dr11-south,220.6338572143366,32.58050416227399,0.604,97.1,0.619,19.607,SGA2020 dropped
PGC2003983,dr11-south,343.0198541306347,32.593649559891745,0.624,60.0,0.426,17.517,SGA2020 dropped
PGC2005372,dr11-south,235.6313018790313,32.62491933721177,0.600,39.4,0.751,18.403,SGA2020 dropped
PGC2005442,dr11-south,203.18747984258655,32.626485682984814,0.664,20.7,0.479,16.855,SGA2020 dropped
PGC2009880,dr11-south,152.90299669429643,32.72691727608994,0.611,17.0,0.321,18.250,SGA2020 dropped
PGC2010486,dr11-south,161.77604288299267,32.741846688098924,0.612,143.4,0.324,18.086,SGA2020 dropped
PGC2011354,dr11-south,144.36907758420517,32.76344002760209,0.611,121.0,0.642,16.383,SGA2020 dropped
PGC2011459,dr11-south,141.40832787285981,32.766021653058566,0.626,11.7,0.344,18.584,SGA2020 dropped
PGC2015094,dr11-south,236.03943292108193,32.8610783499939,0.609,15.9,0.296,18.135,SGA2020 dropped
PGC2016681,dr11-south,0.986249923055091,32.90211942886287,0.609,42.4,0.434,17.630,SGA2020 dropped
PGC2020011,dr11-south,237.5560810808214,32.99586547028441,0.629,77.4,0.418,17.499,SGA2020 dropped
PGC2021185,dr11-south,154.5984211558767,33.02975463469651,0.609,89.3,0.586,17.078,SGA2020 dropped
PGC2027127,dr11-south,7.754638940312057,33.234571851881284,0.651,60.2,0.350,17.633,SGA2020 dropped
PGC2027462,dr11-south,240.51854368589815,33.24743858321986,0.617,70.8,0.346,18.135,SGA2020 dropped
PGC2033264,dr11-south,235.75282052184167,33.49685942036524,0.661,173.3,0.679,16.843,SGA2020 dropped
PGC2036865,dr11-south,148.08859214791667,33.67721691533841,0.601,138.1,0.384,18.064,SGA2020 dropped
PGC2043989,dr11-south,198.8911216730349,34.10926460638208,0.619,137.7,0.300,17.974,SGA2020 dropped
PGC2044388,dr11-south,170.97944408658083,34.13314115130216,0.626,154.3,0.344,17.935,SGA2020 dropped
PGC2049266,dr11-south,3.0079928392371515,34.44144360906459,0.631,73.5,0.453,17.615,SGA2020 dropped
PGC2052123,dr11-south,242.20561876198036,34.62973252624691,0.601,86.9,0.371,17.717,SGA2020 dropped
PGC2052359,dr11-south,159.00537527225654,34.64451109967968,0.619,45.1,0.335,18.520,SGA2020 dropped
PGC212710,dr11-south,19.89846295428986,21.219447865159104,0.612,173.6,0.320,18.260,SGA2020 dropped
PGC212919,dr11-south,32.09400951337378,29.252894286348884,0.618,63.6,0.409,18.180,SGA2020 dropped
PGC2800831,dr11-south,228.56785486363026,7.3399342927928455,0.623,57.8,0.310,18.677,SGA2020 dropped
PGC2801015,dr11-south,214.28587522731664,13.686632130848917,0.638,154.0,0.873,17.454,SGA2020 dropped
PGC2816663,dr11-south,141.97895242565377,-7.830956245696956,0.616,26.6,0.481,16.235,SGA2020 dropped
PGC2816683,dr11-south,148.2451399172511,10.346235275693243,0.615,64.5,0.361,17.935,SGA2020 dropped
PGC296325,dr11-south,62.41181088736476,-67.37189030324326,0.632,6.4,0.227,17.910,SGA2020 dropped
PGC301474,dr11-south,63.169970617870185,-66.84020109811348,0.646,50.9,0.235,17.930,SGA2020 dropped
PGC3080246,dr11-south,14.24055166575114,-50.28592235137777,0.604,68.5,0.698,17.692,SGA2020 dropped
PGC3080308,dr11-south,23.432980454379233,-53.360595659283305,0.676,28.6,0.317,17.410,SGA2020 dropped
PGC3082574,dr11-south,225.9930537861502,-5.072568942830728,0.603,61.5,0.346,17.500,SGA2020 dropped
PGC3083005,dr11-south,312.4350433741015,-0.626247758367767,0.614,165.9,0.331,17.572,SGA2020 dropped
PGC3089007,dr11-south,237.3043998073248,31.102409282758636,0.610,96.1,0.457,17.062,SGA2020 dropped
PGC3092296,dr11-south,128.00161623025377,2.99605934699423,0.601,95.8,0.299,17.736,SGA2020 dropped
PGC3095898,dr11-south,146.88841303186507,10.085755642793124,0.628,22.0,0.598,16.873,SGA2020 dropped
PGC1600752,dr11-south,132.31423283339458,19.6595518958385,0.678,156.0,0.325,18.022,SGA2020 dropped
PGC3097492,dr11-south,179.87033916485848,1.7019289450649813,0.673,128.8,0.274,22.026,SGA2020 dropped
PGC3097766,dr11-south,240.81334087853375,2.8559490622076886,0.618,156.0,0.505,17.341,SGA2020 dropped
PGC3100249,dr11-south,349.8582351006005,-10.27655708236042,0.608,166.3,0.458,17.237,SGA2020 dropped
PGC310163,dr11-south,33.10151265314062,-65.79040094412456,0.607,171.8,0.456,18.180,SGA2020 dropped
PGC3102327,dr11-south,18.305309307535452,-8.850671137519017,0.682,22.4,0.278,18.137,SGA2020 dropped
PGC310288,dr11-south,308.3443741108708,-65.77555254981459,0.638,22.2,0.447,17.380,SGA2020 dropped
PGC3103528,dr11-south,317.33142228266775,-7.802637228941816,0.662,140.4,0.493,17.555,SGA2020 dropped
PGC3103880,dr11-south,315.92410398645006,-7.443013558896052,0.642,160.3,0.287,18.097,SGA2020 dropped
PGC3104067,dr11-south,318.0568765622987,-7.259473651996614,0.606,163.1,0.401,17.740,SGA2020 dropped
PGC3104131,dr11-south,319.3882003873795,-7.19188238099578,0.608,52.6,0.333,18.128,SGA2020 dropped
PGC310416,dr11-south,12.942605865475604,-65.76295336577354,0.620,138.2,0.182,19.090,SGA2020 dropped
PGC3104696,dr11-south,48.89710702934989,-6.571430170362026,0.613,57.8,0.339,18.106,SGA2020 dropped
PGC3105859,dr11-south,191.19218432654003,-3.34620557150584,0.657,112.0,0.330,18.783,SGA2020 dropped
PGC3107098,dr11-south,357.28229038762595,-1.1713008114865286,0.620,67.2,0.522,17.648,SGA2020 dropped
PGC3108211,dr11-south,52.50369673548633,-0.8978445881033583,0.631,175.3,0.271,18.607,SGA2020 dropped
PGC3108875,dr11-south,151.430021054691,-0.7740194205194826,0.613,77.5,0.335,18.260,SGA2020 dropped
PGC3109226,dr11-south,215.86414868094855,-0.7105862943435084,0.630,127.6,0.255,18.651,SGA2020 dropped
PGC310963,dr11-south,7.215430723612991,-65.70128015799327,0.607,53.6,0.363,17.690,SGA2020 dropped
PGC3110697,dr11-south,4.174364109436501,-0.4251681801963699,0.604,83.8,0.470,18.000,SGA2020 dropped
PGC3111556,dr11-south,168.42907305244393,-0.2687591390557345,0.607,86.2,0.467,18.040,SGA2020 dropped
PGC311234,dr11-south,7.447211642199207,-65.67381455092563,0.600,72.4,0.181,18.140,SGA2020 dropped
PGC3112687,dr11-south,232.9843079849544,-0.04225442947783558,0.651,179.6,0.253,18.365,SGA2020 dropped
PGC3115939,dr11-south,151.98419771129272,0.6233550201843843,0.613,10.1,0.263,18.579,SGA2020 dropped
PGC3116137,dr11-south,30.837413604119696,0.6684119203428731,0.607,34.1,0.939,16.889,SGA2020 dropped
PGC3119566,dr11-south,218.56079540976987,1.68061871372775,0.649,89.4,0.283,18.489,SGA2020 dropped
PGC3120100,dr11-south,227.04474773781354,1.9495836171478675,0.627,57.9,0.414,17.788,SGA2020 dropped
PGC3120325,dr11-south,206.74808382375636,2.0430573168849273,0.610,34.4,0.461,17.118,SGA2020 dropped
PGC3122415,dr11-south,226.3726066715639,2.853060921330924,0.602,42.2,0.289,18.229,SGA2020 dropped
PGC3124263,dr11-south,171.64796864187548,3.4761014520694826,0.657,63.8,0.308,18.476,SGA2020 dropped
PGC312510,dr11-south,27.869449288267774,-65.52941796366416,0.632,83.7,0.264,17.290,SGA2020 dropped
PGC3125284,dr11-south,231.17981533041157,4.034053837070782,0.609,28.3,0.316,18.380,SGA2020 dropped
PGC3125387,dr11-south,215.47333392101322,4.11551799684787,0.603,136.8,0.251,18.608,SGA2020 dropped
PGC3125923,dr11-south,213.97578791633015,4.572950364749848,0.603,89.1,0.311,17.762,SGA2020 dropped
PGC3126426,dr11-south,212.36725236373087,5.3150233505871824,0.606,3.1,0.278,18.089,SGA2020 dropped
PGC3127467,dr11-south,20.27245636876709,14.40569408213258,0.699,140.6,0.306,17.858,SGA2020 dropped
PGC3128177,dr11-south,18.851535729295854,15.487694473224767,0.627,150.4,0.294,18.192,SGA2020 dropped
PGC313106,dr11-south,335.110483878075,-65.46352958106812,0.600,112.7,0.183,18.810,SGA2020 dropped
PGC315008,dr11-south,55.30849724914998,-65.24645812283929,0.638,57.3,0.390,17.250,SGA2020 dropped
PGC315184,dr11-south,39.797811115155596,-65.22253309171825,0.619,15.1,0.350,18.010,SGA2020 dropped
PGC315543,dr11-south,5.547355724066727,-65.18490385069576,0.617,101.4,0.352,17.340,SGA2020 dropped
PGC316318,dr11-south,70.45487826743484,-65.09481459384786,0.607,48.8,0.441,16.740,SGA2020 dropped
PGC317014,dr11-south,11.007893842591592,-65.02022135458157,0.653,156.2,0.191,18.220,SGA2020 dropped
PGC317319,dr11-south,355.14346697997473,-64.98501438824574,0.640,141.2,0.306,17.530,SGA2020 dropped
PGC317432,dr11-south,336.0660165613621,-64.9713009846883,0.621,67.5,0.229,18.250,SGA2020 dropped
PGC318112,dr11-south,38.74398924024101,-64.89716056611181,0.625,25.5,0.361,17.460,SGA2020 dropped
PGC318666,dr11-south,320.8808791253612,-64.84320189763409,0.643,120.9,0.207,18.570,SGA2020 dropped
PGC319549,dr11-south,44.936093176792056,-64.75489956469687,0.623,42.8,0.188,18.810,SGA2020 dropped
PGC320144,dr11-south,331.8164555669219,-64.68999217236404,0.629,137.7,0.266,17.640,SGA2020 dropped
PGC320243,dr11-south,337.9378418658711,-64.67988895608565,0.602,136.6,0.312,17.920,SGA2020 dropped
PGC321254,dr11-south,358.52420234266907,-64.58019521668395,0.604,29.0,0.259,18.470,SGA2020 dropped
PGC321490,dr11-south,13.636652960978793,-64.55767524146196,0.645,10.8,0.292,17.950,SGA2020 dropped
PGC321711,dr11-south,343.5106027175332,-64.5357790718227,0.634,163.3,0.236,18.310,SGA2020 dropped
PGC321774,dr11-south,315.21931198272296,-64.53013939039646,0.641,55.2,0.275,17.690,SGA2020 dropped
PGC322081,dr11-south,355.68870193085166,-64.5032747691669,0.613,124.3,0.651,17.600,SGA2020 dropped
PGC322474,dr11-south,335.062788153095,-64.46137931462039,0.645,116.6,0.136,18.920,SGA2020 dropped
PGC323284,dr11-south,9.605627854992113,-64.38027488417183,0.670,105.6,0.275,18.180,SGA2020 dropped
PGC323304,dr11-south,341.15572581363733,-64.37831457879523,0.606,98.3,0.219,18.450,SGA2020 dropped
PGC323523,dr11-south,44.867307015469784,-64.35728951599069,0.662,47.5,0.238,18.390,SGA2020 dropped
PGC324018,dr11-south,13.108833240250735,-64.30822990234425,0.606,16.9,0.249,17.510,SGA2020 dropped
PGC324786,dr11-south,317.0791381515504,-64.2367897728566,0.628,47.5,0.243,18.280,SGA2020 dropped
PGC325077,dr11-south,345.7403659611656,-64.209375027497,0.626,63.6,0.270,17.630,SGA2020 dropped
PGC325113,dr11-south,41.33208123619324,-64.2057038644133,0.654,71.0,0.283,18.170,SGA2020 dropped
PGC325597,dr11-south,0.347625252068208,-64.1580414616967,0.606,93.0,0.507,17.560,SGA2020 dropped
PGC3268576,dr11-south,186.00461687336013,-3.7228410268055967,0.606,87.0,0.321,18.360,SGA2020 dropped
PGC327267,dr11-south,62.50413023579951,-63.98638158770352,0.606,159.6,0.542,16.800,SGA2020 dropped
PGC3272996,dr11-south,202.35339001596085,-3.438820541435343,0.609,160.2,0.270,18.388,SGA2020 dropped
PGC3273219,dr11-south,201.41433385504752,-3.548526988193841,0.618,107.9,0.220,18.701,SGA2020 dropped
PGC3280681,dr11-south,156.3681771560025,0.09344918066909375,0.666,99.5,0.227,18.815,SGA2020 dropped
PGC328128,dr11-south,305.9001681317837,-63.89475756302827,0.630,133.5,0.401,17.730,SGA2020 dropped
PGC3282767,dr11-south,162.06431340810767,0.30072731784840095,0.605,83.3,0.271,19.065,SGA2020 dropped
PGC328696,dr11-south,60.533975094703415,-63.83988684084106,0.642,148.0,0.426,17.470,SGA2020 dropped
PGC3287450,dr11-south,172.74048713284114,-1.2191996219937336,0.615,112.1,0.273,18.596,SGA2020 dropped
PGC3287757,dr11-south,171.85593071071997,-0.7548144417749473,0.634,3.5,0.256,18.910,SGA2020 dropped
PGC3288550,dr11-south,170.08284199050695,1.1036512675297012,0.638,92.4,0.313,18.149,SGA2020 dropped
PGC3289458,dr11-south,168.15525972099542,1.3588007249538068,0.635,175.2,0.222,18.826,SGA2020 dropped
PGC3290016,dr11-south,176.59823024755033,-1.8365042522276165,0.614,143.8,0.223,19.198,SGA2020 dropped
PGC3290535,dr11-south,175.37311410595424,-1.2715386657904755,0.624,79.0,0.747,17.909,SGA2020 dropped
PGC3290966,dr11-south,174.17997143568724,-1.3766281457104628,0.603,16.7,0.308,18.488,SGA2020 dropped
PGC3292018,dr11-south,182.47737515955802,-1.0398927964922149,0.606,0.6,0.377,18.126,SGA2020 dropped
PGC3292770,dr11-south,181.89904976671005,-2.215692684581714,0.610,169.0,0.291,17.951,SGA2020 dropped
PGC329434,dr11-south,313.22565591745513,-63.765220521705,0.680,143.2,0.344,17.930,SGA2020 dropped
PGC329584,dr11-south,306.688074785523,-63.747901715753585,0.618,111.7,0.305,17.710,SGA2020 dropped
PGC3298516,dr11-south,201.73893422860414,1.1155832036752444,0.654,141.1,0.242,18.601,SGA2020 dropped
PGC3300598,dr11-south,207.43043500016012,2.082022491085853,0.648,4.1,0.221,18.773,SGA2020 dropped
PGC330132,dr11-south,335.17245925161893,-63.6873592956626,0.601,137.0,0.568,17.070,SGA2020 dropped
PGC3301389,dr11-south,204.29531904512413,-1.2385605358069425,0.666,67.1,0.239,18.565,SGA2020 dropped
PGC330152,dr11-south,345.49637371146144,-63.68542670095931,0.667,79.5,0.278,18.520,SGA2020 dropped
PGC3302252,dr11-south,212.5400870242816,-0.2833790171691068,0.619,128.1,0.246,18.546,SGA2020 dropped
PGC330248,dr11-south,6.51549650042803,-63.676109615360666,0.638,169.3,0.268,18.350,SGA2020 dropped
PGC3302627,dr11-south,211.5236853498627,-0.8684449647424413,0.611,160.3,0.229,18.944,SGA2020 dropped
PGC3304145,dr11-south,216.26852231279187,0.37421816152195364,0.602,12.1,0.291,18.746,SGA2020 dropped
PGC3304453,dr11-south,217.91036468166448,-1.3513705211461446,0.635,20.7,0.798,16.493,SGA2020 dropped
PGC330451,dr11-south,321.53045935873735,-63.654831407996205,0.626,73.7,0.229,18.700,SGA2020 dropped
PGC3304550,dr11-south,216.70682090935483,-2.2821510983952016,0.602,131.1,0.290,18.844,SGA2020 dropped
PGC3305365,dr11-south,219.7414208227132,-0.8354989883826074,0.604,25.8,0.280,18.641,SGA2020 dropped
PGC3305998,dr11-south,218.7858707515109,-2.0613900499587516,0.698,150.3,0.286,17.713,SGA2020 dropped
PGC330832,dr11-south,36.06922493722496,-63.61106745653397,0.618,79.9,0.249,18.620,SGA2020 dropped
PGC331719,dr11-south,10.121461210758609,-63.51638151936691,0.612,48.2,0.343,17.040,SGA2020 dropped
PGC331991,dr11-south,16.006801221205027,-63.48752637812605,0.614,176.3,0.272,17.590,SGA2020 dropped
PGC332126,dr11-south,35.38949273794357,-63.47409012856779,0.628,104.1,0.428,17.150,SGA2020 dropped
PGC332451,dr11-south,72.20218365071455,-63.44086284476418,0.604,160.3,0.284,17.770,SGA2020 dropped
PGC332548,dr11-south,335.8247552674227,-63.428690289141656,0.650,147.2,0.257,17.700,SGA2020 dropped
PGC332922,dr11-south,327.4514011740229,-63.38753272727098,0.616,14.1,0.221,17.450,SGA2020 dropped
PGC333899,dr11-south,11.582115681233429,-63.27967376603012,0.626,98.4,0.320,17.140,SGA2020 dropped
PGC334227,dr11-south,309.6153195606256,-63.24788851240138,0.658,114.5,0.348,17.150,SGA2020 dropped
PGC334764,dr11-south,38.93158379481237,-63.197571957360275,0.665,60.8,0.281,18.020,SGA2020 dropped
PGC336261,dr11-south,15.013207618431071,-63.06817347631715,0.635,77.7,0.234,17.510,SGA2020 dropped
PGC337295,dr11-south,1.1841862722842245,-62.98173781661434,0.658,32.3,0.248,17.980,SGA2020 dropped
PGC337427,dr11-south,39.770973406312244,-62.971754326168764,0.667,2.6,0.346,17.110,SGA2020 dropped
PGC337618,dr11-south,334.9061925484715,-62.95509652160239,0.629,19.4,0.325,18.830,SGA2020 dropped
PGC338672,dr11-south,319.14619621706174,-62.87375762547969,0.646,130.8,0.213,18.360,SGA2020 dropped
PGC339032,dr11-south,43.8786053925052,-62.8444953172664,0.647,169.0,0.258,18.010,SGA2020 dropped
PGC339631,dr11-south,339.27480371430386,-62.800187335977135,0.645,110.0,0.209,18.100,SGA2020 dropped
PGC339685,dr11-south,68.72290650674097,-62.79670028544734,0.610,43.8,0.485,17.440,SGA2020 dropped
PGC340078,dr11-south,34.65407037267791,-62.768233363510106,0.646,179.6,0.257,17.430,SGA2020 dropped
PGC340331,dr11-south,65.39325717188422,-62.74892293975848,0.623,173.4,0.286,17.770,SGA2020 dropped
PGC340620,dr11-south,304.55125149690315,-62.72941856821997,0.615,76.5,0.312,17.720,SGA2020 dropped
